start -> translation: (1.8, 6.3, 0.05)| rotation: (0.0, 0.0, 1.0, -1.57)
x: 0.0, y: 0.0
x: 0.3529102759650185, y: 0.15148111155068758
x: 0.457935439448728, y: 0.6488036045190864
x: 0.6593619809910697, y: 1.2438007306934276
x: 1.2324258452678207, y: 1.328190041958016
x: 2.0510328111100207, y: 1.2478854787429212
x: 2.884151986150803, y: 1.0862034319287681
x: 3.029067471347983, y: 0.5210242339804695
x: 2.7158039823508675, y: -0.09601943653771622
x: 2.0346670580448394, y: -0.29498586469624455
x: 1.653683711569719, y: 0.015555600812811909
x: 1.6274463981939278, y: 0.0858443438404678
x: 1.582268445138429, y: -0.23522364032309828
x: 1.5713627735452587, y: -1.209915915973322
x: 1.6908161924243341, y: -1.333588143312136
x: 2.530667220589429, y: -1.4367312621004915
x: 2.7727698438777497, y: -1.4664634659194389
x: 3.0148722029582147, y: -1.4961978261384932
x: 3.3529900090126623, y: -1.4456751504125058
x: 3.9440576551377915, y: -1.2372909928010047
x: 4.007619170350927, y: -1.0106511758040784
x: 4.017363140273843, y: -0.1776727908313093
x: 4.035066989738906, y: 0.06056356915674119
x: 3.366350278157015, y: 0.2179333003969567
x: 2.9966624925921224, y: 0.7086149527852414
x: 3.2040393272218326, y: 1.3389018821568177
x: 3.8372863675775095, y: 1.664959859878727
x: 4.500733168291804, y: 1.4071609568337664
x: 4.6358895040397465, y: 1.2552472529883187
x: 5.390182940483669, y: 1.0057655666697412
x: 5.62326059120915, y: 0.3927838294924884
x: 5.5185472252370955, y: 0.054235187919840104
x: 5.371384110585433, y: -0.6797197735775844
x: 5.3743082666976605, y: -0.9082998023681882
x: 5.660476266678225, y: -1.2728927764421492
x: 5.840265572269945, y: -1.2747415044444992
x: 5.9499674584821305, y: -0.3212012623583258
x: 5.988073576156157, y: 0.010376257867379342
x: 5.781784292683895, y: 0.38583642559028686
x: 5.534801304776819, y: 1.0894522297447515
x: 5.817578375024754, y: 1.7073652292280515
x: 5.91882392270495, y: 1.9935023789284447
x: 5.97133762406258, y: 2.6617455570148034
x: 5.9714015110539105, y: 2.661791974539988
x: 5.830891399666945, y: 2.1162355355018696
x: 5.361481555554276, y: 1.6068778750654318
x: 4.65031061417793, y: 1.589168030304115
